Date,Description,Type,State,City,IsOptional
07/29/2025 00:00:00,Feriado Municipal,City,GO,jaragua,False
09/08/2025 00:00:00,Feriado Municipal,City,GO,jaragua,False
10/15/2025 00:00:00,Dia do Professor,City,GO,jaragua,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,jaragua,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,jaragua,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,jatai,False
05/31/2025 00:00:00,Feriado Municipal,City,GO,jatai,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,jatai,True
10/15/2025 00:00:00,Dia do Professor,City,GO,jatai,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,jatai,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,jatai,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,jaupaci,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,jaupaci,True
10/15/2025 00:00:00,Dia do Professor,City,GO,jaupaci,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,jaupaci,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,jaupaci,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,jesupolis,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,jesupolis,True
10/15/2025 00:00:00,Dia do Professor,City,GO,jesupolis,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,jesupolis,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,jesupolis,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,joviania,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,joviania,True
08/15/2025 00:00:00,Feriado Municipal,City,GO,joviania,False
10/15/2025 00:00:00,Dia do Professor,City,GO,joviania,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,joviania,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,joviania,True
11/14/2025 00:00:00,Feriado Municipal,City,GO,joviania,False
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,jussara,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,jussara,True
10/15/2025 00:00:00,Dia do Professor,City,GO,jussara,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,jussara,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,jussara,True
11/14/2025 00:00:00,Feriado Municipal,City,GO,jussara,False
11/27/2025 00:00:00,Feriado Municipal,City,GO,jussara,False
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,lagoa santa,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,lagoa santa,True
10/15/2025 00:00:00,Dia do Professor,City,GO,lagoa santa,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,lagoa santa,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,lagoa santa,True
01/20/2025 00:00:00,Feriado Municipal,City,GO,leopoldo de bulhoes,False
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,leopoldo de bulhoes,False
05/24/2025 00:00:00,Feriado Municipal,City,GO,leopoldo de bulhoes,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,leopoldo de bulhoes,True
08/15/2025 00:00:00,Feriado Municipal,City,GO,leopoldo de bulhoes,False
09/02/2025 00:00:00,Feriado Municipal,City,GO,leopoldo de bulhoes,False
10/15/2025 00:00:00,Dia do Professor,City,GO,leopoldo de bulhoes,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,leopoldo de bulhoes,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,leopoldo de bulhoes,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,luziania,False
06/07/2025 00:00:00,Folia de rua,City,GO,luziania,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,luziania,True
10/15/2025 00:00:00,Dia do Professor,City,GO,luziania,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,luziania,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,luziania,True
11/30/2025 00:00:00,Dia do Evangélico,City,GO,luziania,False
12/13/2025 00:00:00,Aniversário de Luziânia,City,GO,luziania,False
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,mairipotaba,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,mairipotaba,True
10/15/2025 00:00:00,Dia do Professor,City,GO,mairipotaba,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,mairipotaba,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,mairipotaba,True
11/13/2025 00:00:00,Feriado Municipal,City,GO,mairipotaba,False
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,mambai,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,mambai,True
10/15/2025 00:00:00,Dia do Professor,City,GO,mambai,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,mambai,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,mambai,True
11/14/2025 00:00:00,Feriado Municipal,City,GO,mambai,False
12/08/2025 00:00:00,Feriado Municipal,City,GO,mambai,False
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,mara rosa,False
06/13/2025 00:00:00,Dia de Santo Antônio,City,GO,mara rosa,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,mara rosa,True
09/02/2025 00:00:00,Feriado Municipal,City,GO,mara rosa,False
10/15/2025 00:00:00,Dia do Professor,City,GO,mara rosa,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,mara rosa,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,mara rosa,True
11/30/2025 00:00:00,Feriado Municipal,City,GO,mara rosa,False
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,marzagao,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,marzagao,True
10/15/2025 00:00:00,Dia do Professor,City,GO,marzagao,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,marzagao,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,marzagao,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,matrincha,False
06/01/2025 00:00:00,Feriado Municipal,City,GO,matrincha,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,matrincha,True
10/15/2025 00:00:00,Dia do Professor,City,GO,matrincha,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,matrincha,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,matrincha,True
12/13/2025 00:00:00,Feriado Municipal,City,GO,matrincha,False
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,maurilandia,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,maurilandia,True
10/15/2025 00:00:00,Dia do Professor,City,GO,maurilandia,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,maurilandia,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,maurilandia,True
11/14/2025 00:00:00,Feriado Municipal,City,GO,maurilandia,False
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,mimoso de goias,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,mimoso de goias,True
10/15/2025 00:00:00,Dia do Professor,City,GO,mimoso de goias,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,mimoso de goias,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,mimoso de goias,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,minacu,False
05/14/2025 00:00:00,Feriado Municipal,City,GO,minacu,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,minacu,True
10/15/2025 00:00:00,Dia do Professor,City,GO,minacu,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,minacu,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,minacu,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,mineiros,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,mineiros,True
10/15/2025 00:00:00,Dia do Professor,City,GO,mineiros,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,mineiros,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,mineiros,True
10/31/2025 00:00:00,Feriado Municipal,City,GO,mineiros,False
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,moipora,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,moipora,True
10/15/2025 00:00:00,Dia do Professor,City,GO,moipora,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,moipora,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,moipora,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,monte alegre de goias,False
06/13/2025 00:00:00,Dia de Santo Antônio,City,GO,monte alegre de goias,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,monte alegre de goias,True
08/15/2025 00:00:00,Feriado Municipal,City,GO,monte alegre de goias,False
10/15/2025 00:00:00,Dia do Professor,City,GO,monte alegre de goias,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,monte alegre de goias,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,monte alegre de goias,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,montes claros de goias,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,montes claros de goias,True
10/15/2025 00:00:00,Dia do Professor,City,GO,montes claros de goias,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,montes claros de goias,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,montes claros de goias,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,montividiu,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,montividiu,True
08/15/2025 00:00:00,Feriado Municipal,City,GO,montividiu,False
10/15/2025 00:00:00,Dia do Professor,City,GO,montividiu,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,montividiu,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,montividiu,True
12/30/2025 00:00:00,Feriado Municipal,City,GO,montividiu,False
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,montividiu do norte,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,montividiu do norte,True
10/15/2025 00:00:00,Dia do Professor,City,GO,montividiu do norte,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,montividiu do norte,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,montividiu do norte,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,morrinhos,False
07/16/2025 00:00:00,Feriado Municipal,City,GO,morrinhos,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,morrinhos,True
08/29/2025 00:00:00,Aniversário da Cidade,City,GO,morrinhos,False
10/15/2025 00:00:00,Dia do Professor,City,GO,morrinhos,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,morrinhos,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,morrinhos,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,morro agudo de goias,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,morro agudo de goias,True
10/15/2025 00:00:00,Dia do Professor,City,GO,morro agudo de goias,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,morro agudo de goias,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,morro agudo de goias,True
03/19/2025 00:00:00,São José,City,GO,mossamedes,False
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,mossamedes,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,mossamedes,True
10/15/2025 00:00:00,Dia do Professor,City,GO,mossamedes,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,mossamedes,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,mossamedes,True
11/14/2025 00:00:00,Feriado Municipal,City,GO,mossamedes,False
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,mozarlandia,False
06/27/2025 00:00:00,Feriado Municipal,City,GO,mozarlandia,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,mozarlandia,True
10/15/2025 00:00:00,Dia do Professor,City,GO,mozarlandia,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,mozarlandia,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,mozarlandia,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,mundo novo,False
06/10/2025 00:00:00,Feriado Municipal,City,GO,mundo novo,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,mundo novo,True
10/15/2025 00:00:00,Dia do Professor,City,GO,mundo novo,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,mundo novo,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,mundo novo,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,mutunopolis,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,mutunopolis,True
10/15/2025 00:00:00,Dia do Professor,City,GO,mutunopolis,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,mutunopolis,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,mutunopolis,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,nazario,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,nazario,True
08/25/2025 00:00:00,Feriado Municipal,City,GO,nazario,False
10/15/2025 00:00:00,Dia do Professor,City,GO,nazario,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,nazario,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,nazario,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,neropolis,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,neropolis,True
08/03/2025 00:00:00,Feriado Municipal,City,GO,neropolis,False
10/15/2025 00:00:00,Dia do Professor,City,GO,neropolis,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,neropolis,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,neropolis,True
03/19/2025 00:00:00,São José,City,GO,niquelandia,False
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,niquelandia,False
07/25/2025 00:00:00,Feriado Municipal,City,GO,niquelandia,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,niquelandia,True
08/15/2025 00:00:00,Feriado Municipal,City,GO,niquelandia,False
10/15/2025 00:00:00,Dia do Professor,City,GO,niquelandia,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,niquelandia,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,niquelandia,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,nova america,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,nova america,True
10/15/2025 00:00:00,Dia do Professor,City,GO,nova america,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,nova america,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,nova america,True
01/20/2025 00:00:00,Feriado Municipal,City,GO,nova aurora,False
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,nova aurora,False
05/13/2025 00:00:00,Feriado Municipal,City,GO,nova aurora,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,nova aurora,True
08/15/2025 00:00:00,Feriado Municipal,City,GO,nova aurora,False
10/15/2025 00:00:00,Dia do Professor,City,GO,nova aurora,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,nova aurora,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,nova aurora,True
11/13/2025 00:00:00,Feriado Municipal,City,GO,nova aurora,False
02/01/2025 00:00:00,Feriado Municipal,City,GO,nova crixas,False
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,nova crixas,False
06/13/2025 00:00:00,Dia de Santo Antônio,City,GO,nova crixas,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,nova crixas,True
10/15/2025 00:00:00,Dia do Professor,City,GO,nova crixas,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,nova crixas,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,nova crixas,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,nova gloria,False
06/10/2025 00:00:00,Feriado Municipal,City,GO,nova gloria,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,nova gloria,True
08/15/2025 00:00:00,Feriado Municipal,City,GO,nova gloria,False
09/27/2025 00:00:00,Feriado Municipal,City,GO,nova gloria,False
10/15/2025 00:00:00,Dia do Professor,City,GO,nova gloria,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,nova gloria,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,nova gloria,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,nova iguacu de goias,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,nova iguacu de goias,True
10/15/2025 00:00:00,Dia do Professor,City,GO,nova iguacu de goias,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,nova iguacu de goias,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,nova iguacu de goias,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,nova roma,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,nova roma,True
10/15/2025 00:00:00,Dia do Professor,City,GO,nova roma,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,nova roma,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,nova roma,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,nova veneza,False
07/16/2025 00:00:00,Feriado Municipal,City,GO,nova veneza,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,nova veneza,True
10/15/2025 00:00:00,Dia do Professor,City,GO,nova veneza,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,nova veneza,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,nova veneza,True
11/14/2025 00:00:00,Feriado Municipal,City,GO,nova veneza,False
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,novo brasil,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,novo brasil,True
10/15/2025 00:00:00,Dia do Professor,City,GO,novo brasil,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,novo brasil,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,novo brasil,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,novo gama,False
06/15/2025 00:00:00,Feriado Municipal,City,GO,novo gama,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,novo gama,True
10/15/2025 00:00:00,Dia do Professor,City,GO,novo gama,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,novo gama,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,novo gama,True
11/30/2025 00:00:00,Feriado Municipal,City,GO,novo gama,False
12/08/2025 00:00:00,Feriado Municipal,City,GO,novo gama,False
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,novo planalto,False
06/01/2025 00:00:00,Feriado Municipal,City,GO,novo planalto,False
06/02/2025 00:00:00,Feriado Municipal,City,GO,novo planalto,False
06/29/2025 00:00:00,Feriado Municipal,City,GO,novo planalto,False
07/02/2025 00:00:00,Feriado Municipal,City,GO,novo planalto,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,novo planalto,True
08/06/2025 00:00:00,Feriado Municipal,City,GO,novo planalto,False
10/15/2025 00:00:00,Dia do Professor,City,GO,novo planalto,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,novo planalto,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,novo planalto,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,orizona,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,orizona,True
09/15/2025 00:00:00,Feriado Municipal,City,GO,orizona,False
10/15/2025 00:00:00,Dia do Professor,City,GO,orizona,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,orizona,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,orizona,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,ouro verde de goias,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,ouro verde de goias,True
10/15/2025 00:00:00,Dia do Professor,City,GO,ouro verde de goias,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,ouro verde de goias,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,ouro verde de goias,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,ouvidor,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,ouvidor,True
10/15/2025 00:00:00,Dia do Professor,City,GO,ouvidor,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,ouvidor,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,ouvidor,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,padre bernardo,False
05/09/2025 00:00:00,Feriado Municipal,City,GO,padre bernardo,False
07/16/2025 00:00:00,Feriado Municipal,City,GO,padre bernardo,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,padre bernardo,True
10/15/2025 00:00:00,Dia do Professor,City,GO,padre bernardo,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,padre bernardo,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,padre bernardo,True
11/01/2025 00:00:00,Feriado Municipal,City,GO,padre bernardo,False
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,palestina de goias,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,palestina de goias,True
10/15/2025 00:00:00,Dia do Professor,City,GO,palestina de goias,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,palestina de goias,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,palestina de goias,True
01/20/2025 00:00:00,Feriado Municipal,City,GO,palmeiras de goias,False
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,palmeiras de goias,False
07/06/2025 00:00:00,Feriado Municipal,City,GO,palmeiras de goias,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,palmeiras de goias,True
10/15/2025 00:00:00,Dia do Professor,City,GO,palmeiras de goias,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,palmeiras de goias,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,palmeiras de goias,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,palmelo,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,palmelo,True
10/15/2025 00:00:00,Dia do Professor,City,GO,palmelo,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,palmelo,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,palmelo,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,palminopolis,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,palminopolis,True
10/15/2025 00:00:00,Dia do Professor,City,GO,palminopolis,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,palminopolis,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,palminopolis,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,panama,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,panama,True
10/15/2025 00:00:00,Dia do Professor,City,GO,panama,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,panama,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,panama,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,paranaiguara,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,paranaiguara,True
10/15/2025 00:00:00,Dia do Professor,City,GO,paranaiguara,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,paranaiguara,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,paranaiguara,True
11/01/2025 00:00:00,Feriado Municipal,City,GO,paranaiguara,False
12/08/2025 00:00:00,Feriado Municipal,City,GO,paranaiguara,False
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,parauna,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,parauna,True
08/15/2025 00:00:00,Feriado Municipal,City,GO,parauna,False
10/15/2025 00:00:00,Dia do Professor,City,GO,parauna,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,parauna,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,parauna,True
11/10/2025 00:00:00,Feriado Municipal,City,GO,parauna,False
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,perolandia,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,perolandia,True
10/15/2025 00:00:00,Dia do Professor,City,GO,perolandia,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,perolandia,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,perolandia,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,petrolina de goias,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,petrolina de goias,True
09/08/2025 00:00:00,Feriado Municipal,City,GO,petrolina de goias,False
10/08/2025 00:00:00,Aniversário da Cidade,City,GO,petrolina de goias,False
10/15/2025 00:00:00,Dia do Professor,City,GO,petrolina de goias,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,petrolina de goias,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,petrolina de goias,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,pilar de goias,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,pilar de goias,True
10/15/2025 00:00:00,Dia do Professor,City,GO,pilar de goias,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,pilar de goias,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,pilar de goias,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,piracanjuba,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,piracanjuba,True
08/15/2025 00:00:00,Feriado Municipal,City,GO,piracanjuba,False
10/15/2025 00:00:00,Dia do Professor,City,GO,piracanjuba,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,piracanjuba,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,piracanjuba,True
11/01/2025 00:00:00,Feriado Municipal,City,GO,piracanjuba,False
11/22/2025 00:00:00,Feriado Municipal,City,GO,piracanjuba,False
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,piranhas,False
06/13/2025 00:00:00,Dia de Santo Antônio,City,GO,piranhas,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,piranhas,True
10/15/2025 00:00:00,Dia do Professor,City,GO,piranhas,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,piranhas,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,piranhas,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,pirenopolis,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,pirenopolis,True
10/15/2025 00:00:00,Dia do Professor,City,GO,pirenopolis,True
10/24/2025 00:00:00,Pedra fundamental de Goiânia,City,GO,pirenopolis,True
10/28/2025 00:00:00,Dia do Servidor Público,City,GO,pirenopolis,True
04/21/2025 00:00:00,Dia de Tiradentes,City,GO,pires do rio,False
06/13/2025 00:00:00,Dia de Santo Antônio,City,GO,pires do rio,False
07/26/2025 00:00:00,Fundação da Cidade de Goiás,City,GO,pires do rio,True
10/15/2025 00:00:00,Dia do Professor,City,GO,pires do rio,True
