Date,Description,Type,State,City,IsOptional
01/01/2025 00:00:00,Ano Novo,National,,,False
03/03/2025 00:00:00,Carnaval,National,,,True
03/04/2025 00:00:00,Carnaval,National,,,True
03/05/2025 00:00:00,Carnaval,National,,,True
04/18/2025 00:00:00,Sexta-Feira Santa,National,,,False
04/21/2025 00:00:00,Dia de Tiradentes,National,,,False
05/01/2025 00:00:00,Dia do Trabalho,National,,,False
06/19/2025 00:00:00,Corpus Christi,National,,,True
09/07/2025 00:00:00,Independência do Brasil,National,,,False
10/12/2025 00:00:00,Nossa Senhora Aparecida,National,,,False
10/15/2025 00:00:00,Dia do Professor,National,,,True
10/28/2025 00:00:00,Dia do Servidor Público,National,,,True
11/02/2025 00:00:00,Dia de Finados,National,,,False
11/15/2025 00:00:00,Proclamação da República,National,,,False
11/20/2025 00:00:00,Consciência Negra,National,,,False
12/25/2025 00:00:00,Natal,National,,,False
01/24/2025 00:00:00,Dia do Evangélico,State,AC,,False
03/08/2025 00:00:00,Dia da Mulher,State,AC,,False
04/21/2025 00:00:00,Dia de Tiradentes,State,AC,,False
06/15/2025 00:00:00,Aniversário do Acre,State,AC,,False
08/06/2025 00:00:00,Revolução Acreana,State,AC,,False
09/05/2025 00:00:00,Dia da Amazônia,State,AC,,False
10/15/2025 00:00:00,Dia do Professor,State,AC,,True
10/28/2025 00:00:00,Dia do Servidor Público,State,AC,,True
11/21/2025 00:00:00,Tratado de Petrópolis,State,AC,,True
01/23/2025 00:00:00,Feriado Municipal,City,AC,acrelandia,False
01/24/2025 00:00:00,Dia do Evangélico,City,AC,acrelandia,False
03/08/2025 00:00:00,Dia da Mulher,City,AC,acrelandia,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AC,acrelandia,False
04/28/2025 00:00:00,Feriado Municipal,City,AC,acrelandia,False
06/15/2025 00:00:00,Aniversário do Acre,City,AC,acrelandia,False
08/06/2025 00:00:00,Revolução Acreana,City,AC,acrelandia,False
09/05/2025 00:00:00,Dia da Amazônia,City,AC,acrelandia,False
09/06/2025 00:00:00,Feriado Municipal,City,AC,acrelandia,False
10/15/2025 00:00:00,Dia do Professor,City,AC,acrelandia,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AC,acrelandia,True
11/21/2025 00:00:00,Tratado de Petrópolis,City,AC,acrelandia,True
01/23/2025 00:00:00,Feriado Municipal,City,AC,assis brasil,False
01/24/2025 00:00:00,Dia do Evangélico,City,AC,assis brasil,False
03/08/2025 00:00:00,Dia da Mulher,City,AC,assis brasil,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AC,assis brasil,False
05/14/2025 00:00:00,Feriado Municipal,City,AC,assis brasil,False
05/31/2025 00:00:00,Feriado Municipal,City,AC,assis brasil,False
06/15/2025 00:00:00,Aniversário do Acre,City,AC,assis brasil,False
08/06/2025 00:00:00,Revolução Acreana,City,AC,assis brasil,False
08/15/2025 00:00:00,Feriado Municipal,City,AC,assis brasil,False
09/05/2025 00:00:00,Dia da Amazônia,City,AC,assis brasil,False
10/15/2025 00:00:00,Dia do Professor,City,AC,assis brasil,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AC,assis brasil,True
11/21/2025 00:00:00,Tratado de Petrópolis,City,AC,assis brasil,True
01/23/2025 00:00:00,Feriado Municipal,City,AC,brasileia,False
01/24/2025 00:00:00,Dia do Evangélico,City,AC,brasileia,False
03/08/2025 00:00:00,Dia da Mulher,City,AC,brasileia,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AC,brasileia,False
06/15/2025 00:00:00,Aniversário do Acre,City,AC,brasileia,False
07/03/2025 00:00:00,Feriado Municipal,City,AC,brasileia,False
08/06/2025 00:00:00,Revolução Acreana,City,AC,brasileia,False
09/05/2025 00:00:00,Dia da Amazônia,City,AC,brasileia,False
09/06/2025 00:00:00,Feriado Municipal,City,AC,brasileia,False
10/15/2025 00:00:00,Dia do Professor,City,AC,brasileia,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AC,brasileia,True
11/21/2025 00:00:00,Tratado de Petrópolis,City,AC,brasileia,True
01/23/2025 00:00:00,Feriado Municipal,City,AC,bujari,False
01/24/2025 00:00:00,Dia do Evangélico,City,AC,bujari,False
03/08/2025 00:00:00,Dia da Mulher,City,AC,bujari,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AC,bujari,False
06/15/2025 00:00:00,Aniversário do Acre,City,AC,bujari,False
08/06/2025 00:00:00,Revolução Acreana,City,AC,bujari,False
09/05/2025 00:00:00,Dia da Amazônia,City,AC,bujari,False
09/06/2025 00:00:00,Feriado Municipal,City,AC,bujari,False
10/15/2025 00:00:00,Dia do Professor,City,AC,bujari,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AC,bujari,True
11/21/2025 00:00:00,Tratado de Petrópolis,City,AC,bujari,True
01/23/2025 00:00:00,Feriado Municipal,City,AC,capixaba,False
01/24/2025 00:00:00,Dia do Evangélico,City,AC,capixaba,False
03/08/2025 00:00:00,Dia da Mulher,City,AC,capixaba,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AC,capixaba,False
06/15/2025 00:00:00,Aniversário do Acre,City,AC,capixaba,False
08/06/2025 00:00:00,Revolução Acreana,City,AC,capixaba,False
09/05/2025 00:00:00,Dia da Amazônia,City,AC,capixaba,False
09/06/2025 00:00:00,Feriado Municipal,City,AC,capixaba,False
10/15/2025 00:00:00,Dia do Professor,City,AC,capixaba,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AC,capixaba,True
11/21/2025 00:00:00,Tratado de Petrópolis,City,AC,capixaba,True
01/24/2025 00:00:00,Dia do Evangélico,City,AC,cruzeiro do sul,False
03/08/2025 00:00:00,Dia da Mulher,City,AC,cruzeiro do sul,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AC,cruzeiro do sul,False
06/15/2025 00:00:00,Aniversário do Acre,City,AC,cruzeiro do sul,False
08/06/2025 00:00:00,Revolução Acreana,City,AC,cruzeiro do sul,False
08/15/2025 00:00:00,Nossa Sra da Glória,City,AC,cruzeiro do sul,False
09/05/2025 00:00:00,Dia da Amazônia,City,AC,cruzeiro do sul,False
09/28/2025 00:00:00,Aniversário da Cidade,City,AC,cruzeiro do sul,False
10/15/2025 00:00:00,Dia do Professor,City,AC,cruzeiro do sul,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AC,cruzeiro do sul,True
11/21/2025 00:00:00,Tratado de Petrópolis,City,AC,cruzeiro do sul,True
01/20/2025 00:00:00,Feriado Municipal,City,AC,epitaciolandia,False
01/23/2025 00:00:00,Feriado Municipal,City,AC,epitaciolandia,False
01/24/2025 00:00:00,Dia do Evangélico,City,AC,epitaciolandia,False
03/08/2025 00:00:00,Dia da Mulher,City,AC,epitaciolandia,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AC,epitaciolandia,False
04/28/2025 00:00:00,Feriado Municipal,City,AC,epitaciolandia,False
06/15/2025 00:00:00,Aniversário do Acre,City,AC,epitaciolandia,False
08/06/2025 00:00:00,Revolução Acreana,City,AC,epitaciolandia,False
09/05/2025 00:00:00,Dia da Amazônia,City,AC,epitaciolandia,False
09/06/2025 00:00:00,Feriado Municipal,City,AC,epitaciolandia,False
10/15/2025 00:00:00,Dia do Professor,City,AC,epitaciolandia,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AC,epitaciolandia,True
11/21/2025 00:00:00,Tratado de Petrópolis,City,AC,epitaciolandia,True
01/23/2025 00:00:00,Feriado Municipal,City,AC,feijo,False
01/24/2025 00:00:00,Dia do Evangélico,City,AC,feijo,False
03/08/2025 00:00:00,Dia da Mulher,City,AC,feijo,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AC,feijo,False
06/15/2025 00:00:00,Aniversário do Acre,City,AC,feijo,False
06/27/2025 00:00:00,Dia da Padroeira da Cidade,City,AC,feijo,False
08/06/2025 00:00:00,Revolução Acreana,City,AC,feijo,False
09/05/2025 00:00:00,Dia da Amazônia,City,AC,feijo,False
09/06/2025 00:00:00,Feriado Municipal,City,AC,feijo,False
10/15/2025 00:00:00,Dia do Professor,City,AC,feijo,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AC,feijo,True
11/21/2025 00:00:00,Tratado de Petrópolis,City,AC,feijo,True
12/21/2025 00:00:00,Feriado Municipal,City,AC,feijo,False
01/24/2025 00:00:00,Dia do Evangélico,City,AC,jordao,False
03/08/2025 00:00:00,Dia da Mulher,City,AC,jordao,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AC,jordao,False
06/15/2025 00:00:00,Aniversário do Acre,City,AC,jordao,False
08/06/2025 00:00:00,Revolução Acreana,City,AC,jordao,False
09/05/2025 00:00:00,Dia da Amazônia,City,AC,jordao,False
10/15/2025 00:00:00,Dia do Professor,City,AC,jordao,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AC,jordao,True
11/21/2025 00:00:00,Tratado de Petrópolis,City,AC,jordao,True
01/20/2025 00:00:00,Feriado Municipal,City,AC,mancio lima,False
01/23/2025 00:00:00,Feriado Municipal,City,AC,mancio lima,False
01/24/2025 00:00:00,Dia do Evangélico,City,AC,mancio lima,False
03/08/2025 00:00:00,Dia da Mulher,City,AC,mancio lima,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AC,mancio lima,False
05/30/2025 00:00:00,Feriado Municipal,City,AC,mancio lima,False
06/15/2025 00:00:00,Aniversário do Acre,City,AC,mancio lima,False
08/06/2025 00:00:00,Revolução Acreana,City,AC,mancio lima,False
09/05/2025 00:00:00,Dia da Amazônia,City,AC,mancio lima,False
09/06/2025 00:00:00,Feriado Municipal,City,AC,mancio lima,False
10/15/2025 00:00:00,Dia do Professor,City,AC,mancio lima,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AC,mancio lima,True
11/21/2025 00:00:00,Tratado de Petrópolis,City,AC,mancio lima,True
01/23/2025 00:00:00,Feriado Municipal,City,AC,manoel urbano,False
01/24/2025 00:00:00,Dia do Evangélico,City,AC,manoel urbano,False
03/08/2025 00:00:00,Dia da Mulher,City,AC,manoel urbano,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AC,manoel urbano,False
05/14/2025 00:00:00,Feriado Municipal,City,AC,manoel urbano,False
06/15/2025 00:00:00,Aniversário do Acre,City,AC,manoel urbano,False
08/06/2025 00:00:00,Revolução Acreana,City,AC,manoel urbano,False
09/05/2025 00:00:00,Dia da Amazônia,City,AC,manoel urbano,False
09/06/2025 00:00:00,Feriado Municipal,City,AC,manoel urbano,False
10/15/2025 00:00:00,Dia do Professor,City,AC,manoel urbano,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AC,manoel urbano,True
11/18/2025 00:00:00,Feriado Municipal,City,AC,manoel urbano,False
11/21/2025 00:00:00,Tratado de Petrópolis,City,AC,manoel urbano,True
01/24/2025 00:00:00,Dia do Evangélico,City,AC,marechal thaumaturgo,False
03/08/2025 00:00:00,Dia da Mulher,City,AC,marechal thaumaturgo,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AC,marechal thaumaturgo,False
06/15/2025 00:00:00,Aniversário do Acre,City,AC,marechal thaumaturgo,False
08/06/2025 00:00:00,Revolução Acreana,City,AC,marechal thaumaturgo,False
09/05/2025 00:00:00,Dia da Amazônia,City,AC,marechal thaumaturgo,False
10/15/2025 00:00:00,Dia do Professor,City,AC,marechal thaumaturgo,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AC,marechal thaumaturgo,True
11/21/2025 00:00:00,Tratado de Petrópolis,City,AC,marechal thaumaturgo,True
01/23/2025 00:00:00,Feriado Municipal,City,AC,placido de castro,False
01/24/2025 00:00:00,Dia do Evangélico,City,AC,placido de castro,False
03/08/2025 00:00:00,Dia da Mulher,City,AC,placido de castro,False
03/30/2025 00:00:00,Feriado Municipal,City,AC,placido de castro,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AC,placido de castro,False
06/15/2025 00:00:00,Aniversário do Acre,City,AC,placido de castro,False
08/06/2025 00:00:00,Revolução Acreana,City,AC,placido de castro,False
09/05/2025 00:00:00,Dia da Amazônia,City,AC,placido de castro,False
09/06/2025 00:00:00,Feriado Municipal,City,AC,placido de castro,False
10/15/2025 00:00:00,Dia do Professor,City,AC,placido de castro,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AC,placido de castro,True
11/21/2025 00:00:00,Tratado de Petrópolis,City,AC,placido de castro,True
01/23/2025 00:00:00,Feriado Municipal,City,AC,porto acre,False
01/24/2025 00:00:00,Dia do Evangélico,City,AC,porto acre,False
03/08/2025 00:00:00,Dia da Mulher,City,AC,porto acre,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AC,porto acre,False
06/15/2025 00:00:00,Aniversário do Acre,City,AC,porto acre,False
08/06/2025 00:00:00,Revolução Acreana,City,AC,porto acre,False
09/05/2025 00:00:00,Dia da Amazônia,City,AC,porto acre,False
09/06/2025 00:00:00,Feriado Municipal,City,AC,porto acre,False
10/15/2025 00:00:00,Dia do Professor,City,AC,porto acre,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AC,porto acre,True
11/21/2025 00:00:00,Tratado de Petrópolis,City,AC,porto acre,True
01/24/2025 00:00:00,Dia do Evangélico,City,AC,porto walter,False
03/08/2025 00:00:00,Dia da Mulher,City,AC,porto walter,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AC,porto walter,False
06/15/2025 00:00:00,Aniversário do Acre,City,AC,porto walter,False
08/06/2025 00:00:00,Revolução Acreana,City,AC,porto walter,False
09/05/2025 00:00:00,Dia da Amazônia,City,AC,porto walter,False
10/15/2025 00:00:00,Dia do Professor,City,AC,porto walter,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AC,porto walter,True
11/21/2025 00:00:00,Tratado de Petrópolis,City,AC,porto walter,True
01/24/2025 00:00:00,Dia do Evangélico,City,AC,rio branco,False
03/08/2025 00:00:00,Dia da Mulher,City,AC,rio branco,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AC,rio branco,False
06/15/2025 00:00:00,Aniversário do Acre,City,AC,rio branco,False
08/06/2025 00:00:00,Revolução Acreana,City,AC,rio branco,False
09/05/2025 00:00:00,Dia da Amazônia,City,AC,rio branco,False
10/15/2025 00:00:00,Dia do Professor,City,AC,rio branco,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AC,rio branco,True
11/21/2025 00:00:00,Tratado de Petrópolis,City,AC,rio branco,True
12/28/2025 00:00:00,Aniversário,City,AC,rio branco,False
01/24/2025 00:00:00,Dia do Evangélico,City,AC,rodrigues alves,False
03/08/2025 00:00:00,Dia da Mulher,City,AC,rodrigues alves,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AC,rodrigues alves,False
06/15/2025 00:00:00,Aniversário do Acre,City,AC,rodrigues alves,False
08/06/2025 00:00:00,Revolução Acreana,City,AC,rodrigues alves,False
09/05/2025 00:00:00,Dia da Amazônia,City,AC,rodrigues alves,False
10/15/2025 00:00:00,Dia do Professor,City,AC,rodrigues alves,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AC,rodrigues alves,True
11/21/2025 00:00:00,Tratado de Petrópolis,City,AC,rodrigues alves,True
01/24/2025 00:00:00,Dia do Evangélico,City,AC,santa rosa do purus,False
03/08/2025 00:00:00,Dia da Mulher,City,AC,santa rosa do purus,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AC,santa rosa do purus,False
06/15/2025 00:00:00,Aniversário do Acre,City,AC,santa rosa do purus,False
08/06/2025 00:00:00,Revolução Acreana,City,AC,santa rosa do purus,False
09/05/2025 00:00:00,Dia da Amazônia,City,AC,santa rosa do purus,False
10/15/2025 00:00:00,Dia do Professor,City,AC,santa rosa do purus,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AC,santa rosa do purus,True
11/21/2025 00:00:00,Tratado de Petrópolis,City,AC,santa rosa do purus,True
01/24/2025 00:00:00,Dia do Evangélico,City,AC,sena madureira,False
03/08/2025 00:00:00,Dia da Mulher,City,AC,sena madureira,False
04/08/2025 00:00:00,Padre Paulino Baldassari,City,AC,sena madureira,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AC,sena madureira,False
06/15/2025 00:00:00,Aniversário do Acre,City,AC,sena madureira,False
08/06/2025 00:00:00,Revolução Acreana,City,AC,sena madureira,False
09/05/2025 00:00:00,Dia da Amazônia,City,AC,sena madureira,False
09/06/2025 00:00:00,Feriado Municipal,City,AC,sena madureira,False
09/25/2025 00:00:00,Feriado Municipal,City,AC,sena madureira,False
10/15/2025 00:00:00,Dia do Professor,City,AC,sena madureira,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AC,sena madureira,True
11/21/2025 00:00:00,Tratado de Petrópolis,City,AC,sena madureira,True
12/08/2025 00:00:00,Feriado Municipal,City,AC,sena madureira,False
01/23/2025 00:00:00,Feriado Municipal,City,AC,senador guiomard,False
01/24/2025 00:00:00,Dia do Evangélico,City,AC,senador guiomard,False
03/08/2025 00:00:00,Dia da Mulher,City,AC,senador guiomard,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AC,senador guiomard,False
05/14/2025 00:00:00,Feriado Municipal,City,AC,senador guiomard,False
05/31/2025 00:00:00,Feriado Municipal,City,AC,senador guiomard,False
06/15/2025 00:00:00,Aniversário do Acre,City,AC,senador guiomard,False
08/06/2025 00:00:00,Revolução Acreana,City,AC,senador guiomard,False
09/05/2025 00:00:00,Dia da Amazônia,City,AC,senador guiomard,False
09/06/2025 00:00:00,Feriado Municipal,City,AC,senador guiomard,False
10/15/2025 00:00:00,Dia do Professor,City,AC,senador guiomard,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AC,senador guiomard,True
11/21/2025 00:00:00,Tratado de Petrópolis,City,AC,senador guiomard,True
01/24/2025 00:00:00,Dia do Evangélico,City,AC,tarauaca,False
03/08/2025 00:00:00,Dia da Mulher,City,AC,tarauaca,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AC,tarauaca,False
04/24/2025 00:00:00,Aniversário da Cidade,City,AC,tarauaca,False
06/15/2025 00:00:00,Aniversário do Acre,City,AC,tarauaca,False
08/06/2025 00:00:00,Revolução Acreana,City,AC,tarauaca,False
09/05/2025 00:00:00,Dia da Amazônia,City,AC,tarauaca,False
10/04/2025 00:00:00,Dia de S. Francisco Assis,City,AC,tarauaca,False
10/15/2025 00:00:00,Dia do Professor,City,AC,tarauaca,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AC,tarauaca,True
11/21/2025 00:00:00,Tratado de Petrópolis,City,AC,tarauaca,True
01/20/2025 00:00:00,Feriado Municipal,City,AC,xapuri,False
01/23/2025 00:00:00,Feriado Municipal,City,AC,xapuri,False
01/24/2025 00:00:00,Dia do Evangélico,City,AC,xapuri,False
03/08/2025 00:00:00,Dia da Mulher,City,AC,xapuri,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AC,xapuri,False
06/15/2025 00:00:00,Aniversário do Acre,City,AC,xapuri,False
08/06/2025 00:00:00,Revolução Acreana,City,AC,xapuri,False
09/05/2025 00:00:00,Dia da Amazônia,City,AC,xapuri,False
09/06/2025 00:00:00,Feriado Municipal,City,AC,xapuri,False
10/15/2025 00:00:00,Dia do Professor,City,AC,xapuri,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AC,xapuri,True
11/21/2025 00:00:00,Tratado de Petrópolis,City,AC,xapuri,True
12/22/2025 00:00:00,Feriado Municipal,City,AC,xapuri,False
04/21/2025 00:00:00,Dia de Tiradentes,State,AL,,False
06/24/2025 00:00:00,Dia de São João,State,AL,,False
06/29/2025 00:00:00,Dia de São Pedro,State,AL,,False
09/16/2025 00:00:00,Emancipação de Alagoas,State,AL,,False
10/15/2025 00:00:00,Dia do Professor,State,AL,,True
10/28/2025 00:00:00,Dia do Servidor Público,State,AL,,True
11/20/2025 00:00:00,Dia da Consciência Negra,State,AL,,False
11/30/2025 00:00:00,Dia do Evangélico,State,AL,,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,agua branca,False
04/24/2025 00:00:00,Feriado Municipal,City,AL,agua branca,False
06/24/2025 00:00:00,Dia de São João,City,AL,agua branca,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,agua branca,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,agua branca,False
10/15/2025 00:00:00,Dia do Professor,City,AL,agua branca,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,agua branca,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,agua branca,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,agua branca,False
12/08/2025 00:00:00,Feriado Municipal,City,AL,agua branca,False
02/02/2025 00:00:00,Feriado Municipal,City,AL,anadia,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,anadia,False
06/24/2025 00:00:00,Dia de São João,City,AL,anadia,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,anadia,False
07/18/2025 00:00:00,Feriado Municipal,City,AL,anadia,False
07/20/2025 00:00:00,Feriado Municipal,City,AL,anadia,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,anadia,False
10/15/2025 00:00:00,Dia do Professor,City,AL,anadia,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,anadia,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,anadia,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,anadia,False
02/02/2025 00:00:00,Feriado Municipal,City,AL,arapiraca,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,arapiraca,False
06/24/2025 00:00:00,Dia de São João,City,AL,arapiraca,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,arapiraca,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,arapiraca,False
10/15/2025 00:00:00,Dia do Professor,City,AL,arapiraca,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,arapiraca,True
10/30/2025 00:00:00,Feriado Municipal,City,AL,arapiraca,False
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,arapiraca,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,arapiraca,False
12/08/2025 00:00:00,Feriado Municipal,City,AL,arapiraca,False
02/01/2025 00:00:00,Feriado Municipal,City,AL,atalaia,False
02/02/2025 00:00:00,Feriado Municipal,City,AL,atalaia,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,atalaia,False
06/24/2025 00:00:00,Dia de São João,City,AL,atalaia,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,atalaia,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,atalaia,False
10/15/2025 00:00:00,Dia do Professor,City,AL,atalaia,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,atalaia,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,atalaia,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,atalaia,False
12/08/2025 00:00:00,Feriado Municipal,City,AL,atalaia,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,barra de santo antonio,False
06/24/2025 00:00:00,Dia de São João,City,AL,barra de santo antonio,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,barra de santo antonio,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,barra de santo antonio,False
10/15/2025 00:00:00,Dia do Professor,City,AL,barra de santo antonio,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,barra de santo antonio,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,barra de santo antonio,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,barra de santo antonio,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,barra de sao miguel,False
06/24/2025 00:00:00,Dia de São João,City,AL,barra de sao miguel,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,barra de sao miguel,False
07/26/2025 00:00:00,Feriado Municipal,City,AL,barra de sao miguel,False
08/02/2025 00:00:00,Feriado Municipal,City,AL,barra de sao miguel,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,barra de sao miguel,False
10/15/2025 00:00:00,Dia do Professor,City,AL,barra de sao miguel,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,barra de sao miguel,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,barra de sao miguel,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,barra de sao miguel,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,batalha,False
06/24/2025 00:00:00,Dia de São João,City,AL,batalha,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,batalha,False
09/08/2025 00:00:00,Feriado Municipal,City,AL,batalha,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,batalha,False
10/15/2025 00:00:00,Dia do Professor,City,AL,batalha,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,batalha,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,batalha,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,batalha,False
12/08/2025 00:00:00,Feriado Municipal,City,AL,batalha,False
12/22/2025 00:00:00,Feriado Municipal,City,AL,batalha,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,belem,False
06/24/2025 00:00:00,Dia de São João,City,AL,belem,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,belem,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,belem,False
10/15/2025 00:00:00,Dia do Professor,City,AL,belem,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,belem,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,belem,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,belem,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,belo monte,False
06/24/2025 00:00:00,Dia de São João,City,AL,belo monte,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,belo monte,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,belo monte,False
10/15/2025 00:00:00,Dia do Professor,City,AL,belo monte,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,belo monte,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,belo monte,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,belo monte,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,boca da mata,False
05/22/2025 00:00:00,Feriado Municipal,City,AL,boca da mata,False
06/24/2025 00:00:00,Dia de São João,City,AL,boca da mata,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,boca da mata,False
07/20/2025 00:00:00,Feriado Municipal,City,AL,boca da mata,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,boca da mata,False
10/15/2025 00:00:00,Dia do Professor,City,AL,boca da mata,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,boca da mata,True
11/11/2025 00:00:00,Feriado Municipal,City,AL,boca da mata,False
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,boca da mata,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,boca da mata,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,branquinha,False
06/24/2025 00:00:00,Dia de São João,City,AL,branquinha,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,branquinha,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,branquinha,False
10/15/2025 00:00:00,Dia do Professor,City,AL,branquinha,True
10/28/2025 00:00:00,Dia do Servidor Público,City,AL,branquinha,True
11/20/2025 00:00:00,Dia da Consciência Negra,City,AL,branquinha,False
11/30/2025 00:00:00,Dia do Evangélico,City,AL,branquinha,False
04/21/2025 00:00:00,Dia de Tiradentes,City,AL,cacimbinhas,False
06/24/2025 00:00:00,Dia de São João,City,AL,cacimbinhas,False
06/29/2025 00:00:00,Dia de São Pedro,City,AL,cacimbinhas,False
09/08/2025 00:00:00,Feriado Municipal,City,AL,cacimbinhas,False
09/16/2025 00:00:00,Emancipação de Alagoas,City,AL,cacimbinhas,False
